ID,Name,Dribbling,BallControl,Acceleration,Balance,Stamina,Strength,Vision,Release Clause
193706,D. Dumić,41,54,40,40,73,85,47,
194730,Juan Carlos,13,22,58,58,42,61,33,2
187051,S. Privat,59,69,65,47,54,82,53,4
231340,G. Montiel,60,66,82,67,83,70,50,5
228782,João Gamboa,72,74,63,56,71,75,68,7
229294,A. Zhirov,45,33,55,34,68,91,34,4
203439,M. Tosetti,68,70,82,76,72,58,71,4
230319,André Milazisco,8,21,33,49,35,77,61,2
201136,M. Colin,68,70,75,68,77,71,54,5
200113,F. Jozefzoon,74,70,90,81,67,64,60,5
164529,D. Moor,59,69,51,67,65,74,49,1
124337,A. Turan,57,58,35,43,33,76,45,2
193201,O. Bayram,75,74,83,79,68,63,67,5
142258,S. Bossut,11,32,42,42,32,60,49,2
211378,J. Irvine,67,71,75,66,81,80,71,6
213938,D. Biraschi,49,67,68,68,41,70,42,5
223922,A. Bouchalakis,66,71,60,66,70,73,66,7
211891,A. Voglsammer,65,67,75,75,80,82,60,5
221875,Son Jun Ho,62,65,53,72,86,61,74,4
197300,A. El Said,71,74,74,78,68,56,66,3
208052,A. Yiadom,72,67,83,66,77,65,52,5
199861,W. Sobota,73,72,91,85,79,39,64,3
204213,I. Latovlevici,66,65,75,75,76,69,68,3
159157,B. Leal,69,71,44,77,62,55,74,1
188597,E. Zelazny,12,34,46,37,21,59,22,4
210358,A. Brignoli,12,23,31,32,34,42,38,3
225206,K. Narey,69,67,82,75,91,68,52,5
166838,M. Pugh,75,74,71,66,70,64,69,4
237238,S. McTominay,65,73,62,51,71,78,71,8
220087,Fabrício Baiano,63,68,66,76,78,72,47,6
186551,F. Navarro,66,68,85,87,81,56,56,3
230072,R. Bajić,66,72,66,42,67,80,50,
201145,M. Le Bihan,71,71,66,64,55,78,60,5
212409,A. Rentería,76,74,78,67,73,70,55,
223929,A. Leya Iseka,71,71,83,74,68,74,59,8
224953,André Moreira,12,17,47,45,42,73,49,
180409,C. Gülselam,57,64,52,45,69,90,59,4
186553,M. Rodríguez,69,73,75,67,80,68,53,2
189369,G. Litteri,59,68,78,44,78,92,53,4
220090,Raphael Rossi,46,52,55,48,56,88,41,3
224442,B. Kamara,19,21,37,42,25,68,26,5
233147,R. Oshima,70,75,87,86,80,54,73,3
172475,L. Bruins,74,75,55,54,62,62,74,3
202940,N. Kebano,73,74,85,80,63,53,66,6
230332,Wiliam Santinho,9,21,37,20,31,85,63,2
207805,L. Sadiku,53,68,58,67,71,60,59,5
224189,Y. Barbet,63,67,67,54,70,76,67,5
170941,Javi Moyano,58,66,79,69,79,74,52,3
188094,J. McLaughlin,16,23,57,63,37,68,46,3
198079,M. Büchel,72,73,78,82,77,67,70,4
198335,B. Oviedo,72,72,78,79,80,59,66,3
213439,J. Osorio,73,72,67,76,77,57,69,5
230335,Wagner Orsinho,61,64,82,74,67,62,59,3
231360,J. Elías,67,71,70,62,77,66,70,5
166080,Evandro,70,74,69,80,54,65,73,4
241856,Manu Morlanes,72,75,74,76,68,59,72,9
188352,K. Großkreutz,63,67,67,54,89,68,66,3
158657,T. Kessler,14,21,45,40,38,69,22,2
182209,M. Beevers,36,60,50,33,76,83,45,4
137410,D. Gastaldello,52,58,39,59,44,79,49,853K
211394,P. Faragò,70,74,69,55,75,69,69,5
221378,C. Ramírez,49,62,64,50,74,76,59,2
226754,I. Bennacer,73,73,69,79,74,45,69,8
190658,O. Coulibaly,63,72,77,62,79,72,52,4
220355,Alex Alegría,71,77,48,39,64,78,48,
233411,C. Adjapong,75,77,75,66,56,55,60,7
110019,Dorado,40,51,34,60,33,71,59,1
138436,J. Walters,70,71,56,67,52,72,69,
228804,A. De Sart,67,71,62,71,79,58,71,6
230340,Luisinho Conradi,75,76,77,72,76,70,59,3
235717,B. Özcan,76,75,67,75,66,67,75,6
206534,P. Bamford,70,74,73,62,73,66,62,6
213446,R. López,72,68,75,53,80,70,64,5
220358,F. Monteseirín,60,63,52,55,63,80,41,5
229574,A. Calabresi,44,48,54,63,66,78,42,6
236998,J. Léa Siliki,73,74,71,56,72,67,65,8
217287,J. De Sart,65,68,57,71,80,64,71,4
224967,M. Sylla,71,70,75,61,67,75,71,
205256,K. Boli,34,54,70,59,72,80,40,5
221896,D. Avdijaj,75,74,76,81,63,46,70,6
164041,Nauzet,16,22,46,33,35,80,15,2
187337,G. Molins,72,73,69,62,66,81,71,3
200138,M. Hector,60,59,57,44,66,79,52,5
207562,S. Andersson,59,58,66,55,77,78,59,5
142794,F. Erpen,46,63,50,50,67,80,51,798K
214986,F. Meza,59,64,62,74,70,72,29,3
227530,D. Lemos,60,62,62,57,87,75,56,3
168650,Z. Kuzmanović,64,71,37,59,62,78,75,3
243402,Lisandro Semedo,73,79,82,75,70,70,63,5
222411,J. Prior,18,22,48,51,30,78,40,5
224459,V. Salazar,70,63,91,80,85,63,43,4
188107,A. Diomande,65,68,78,70,72,86,53,4
212428,A. Niane,68,67,73,66,69,76,50,5
242380,Stephen Eustáquio,71,72,66,73,72,65,70,9
224461,W. Montoya,78,69,79,72,65,59,74,5
183245,Kadu,26,49,54,58,58,78,25,3
198350,D. Bentley,17,30,46,41,31,68,47,5
215502,B. Drągowski,20,18,46,54,34,56,62,6
229582,G. Mancini,41,53,52,57,53,76,39,6
173518,T. Clarke,26,44,50,67,66,80,34,3
139727,F. Boeckx,15,34,32,47,24,73,56,2
205008,Adryan,76,75,78,76,67,60,73,5
211920,M. Grüttner,62,68,64,67,88,83,54,3
212944,J. Cevallos,70,73,68,60,74,68,78,5
220624,L. Acosta,14,15,65,62,44,77,26,4
236496,M. Guendouzi,69,68,66,65,69,63,73,10
238033,F. Nita,18,11,25,64,36,79,39,3
177105,P. Ebert,69,71,63,77,66,68,69,3
140498,D. Marshall,14,21,48,41,34,63,42,2
210386,K. Peterson,78,74,78,69,67,64,66,5
236498,S. Lammers,72,73,69,66,73,75,65,
186578,A. King,69,69,66,60,71,73,69,4
216275,P. Mwene,69,67,85,91,91,52,48,6
226515,Andrei Girotto,67,71,60,57,68,65,51,5
167379,Danilo Silva,58,67,72,57,74,74,59,
225236,B. Kuscevic,56,54,71,65,68,79,42,5
232148,D. Sallói,69,72,78,68,79,70,65,6
169941,Ukra,75,72,75,73,66,61,64,5
213718,B. Acosta,45,60,51,59,71,93,32,2
230358,Tramontinaldo,61,72,63,79,63,54,61,1
234966,S. Hernández,69,72,59,66,67,67,78,3
199895,L. Lacroix,52,60,35,32,74,88,48,
217047,A. Godoy,69,69,47,65,78,71,62,3
186839,N. McGinn,72,72,83,86,82,59,68,4
211672,T. Boyd,76,72,84,77,73,66,58,7
153048,M. Eikrem,69,71,46,68,70,47,77,3
221912,Kang Hyeon Mu,20,10,42,56,27,32,64,3
231128,H. Toledo,75,73,77,69,66,62,69,5
169432,M. Lacen,67,72,52,79,64,69,66,1
190424,E. Adu,66,79,65,83,72,57,73,3
205529,L. Antei,40,55,53,41,58,70,30,4
198874,Adriano,70,70,72,72,65,59,53,3
202458,N. Foor,72,72,82,76,83,38,72,4
234458,C. Quintana,42,62,50,43,68,84,28,3
235226,Ângelo Neto,72,74,66,66,82,67,67,5
199131,A. Tinnerholm,66,65,69,61,92,69,65,4
205531,V. Verre,70,73,70,75,72,66,68,
224987,I. Provedel,16,18,44,44,28,56,48,5
229084,R. Herrera,47,43,66,41,55,88,39,3
163804,J. Féret,69,73,47,63,68,67,73,2
234716,J. Attamah,51,55,70,64,77,78,67,5
239580,Bremer,55,60,64,59,60,78,36,6
145117,Dorca,58,70,49,58,73,81,66,880K
158685,Defendi,38,61,39,44,51,81,45,3
227293,Jonas,54,60,60,61,72,74,42,4
176605,P. Armero,71,70,84,80,80,69,62,2
201438,H. Van Der Bruggen,64,71,57,67,78,63,72,5
212446,L. Garritano,75,76,88,88,68,54,55,
225502,K. Balanta,58,70,68,64,85,75,58,6
230366,Silvosinho,43,76,76,75,76,60,45,1
230367,Tony Muttinho,61,67,67,57,73,77,51,1
202208,D. Petratos,69,72,80,74,85,75,69,4
188128,Manu Barreiro,68,74,52,69,70,85,56,3
189920,R. Köse,20,19,35,61,41,58,20,3
190432,Oier,64,68,72,73,79,75,73,2
16097,N. Rimando,16,37,45,55,31,60,56,240K
219617,J. Arzura,58,64,71,77,88,74,59,
226273,S. Davis,69,73,69,70,79,71,68,5
238305,Nacho Vidal,68,70,76,70,75,66,59,5
179681,M. Samudio,70,71,75,67,79,80,57,3
188385,M. Martin,69,73,64,78,34,55,75,5
142818,F. Cubero,60,68,52,73,38,68,65,240K
204771,R. Baca,68,70,77,75,89,64,69,4
197860,Ivo Pinto,68,65,81,63,76,70,59,4
210404,S. Doukara,75,70,64,48,69,85,69,6
234980,Y. Shakhov,72,73,70,47,65,75,71,5
124388,O. Çek,70,73,76,78,78,59,67,5
227813,O. Zinchenko,76,76,73,79,69,52,78,7
238053,S. Limbombe,73,69,91,94,68,66,69,4
239845,K. Galanopoulos,70,73,76,77,74,55,64,12
175589,Feng Xiaoting,42,51,66,63,71,70,67,3
244709,M. Jevtovic,59,65,57,41,70,78,61,6
198630,Arroyo,45,58,68,52,82,79,44,3
212710,Joel Pereira,11,20,43,44,34,56,55,
226278,Xavier,73,72,80,72,73,60,65,6
228838,E. Remedi,59,67,68,71,81,70,68,5
187878,L. Mareček,67,74,69,65,82,65,72,4
204519,C. Martina,62,64,62,59,76,71,59,
237799,K. Sugimoto,66,68,68,65,75,83,57,4
181479,A. Wilkinson,42,60,38,53,74,78,57,1
184807,Mano,69,67,74,86,78,49,55,3
200424,B. Rienstra,67,72,64,70,83,73,71,4
236264,P. Aquino,60,71,78,76,81,68,63,5
178152,R. Faty,63,74,53,68,75,87,47,3
200425,M. te Wierik,57,62,54,47,72,77,59,4
137449,J. Callsen-Bracker,40,60,34,42,33,72,57,2
191209,J. Isijara,71,73,71,52,75,66,57,4
214506,R. Torres,34,55,41,32,50,94,36,2
224490,M. Çelik,65,67,79,65,72,65,66,8
163050,B. Sharp,58,67,62,73,67,72,65,4
232938,T. Tomiyasu,58,67,68,58,70,80,51,6
198379,G. Thorne,64,68,54,61,65,76,69,5
200683,O. Rashid,72,73,69,77,70,57,72,6
210923,M. Al Owais,14,17,41,61,35,62,66,4
212715,S. Palacios,74,68,88,88,71,60,62,5
235499,D. Benlamri,44,58,56,55,69,91,33,3
237548,O. Haddadi,64,68,67,58,69,71,54,5
244204,N. Katić,56,61,73,56,68,78,35,8
201965,S. Thern,66,71,82,77,83,73,72,4
206317,N. Bitton,67,69,45,50,72,78,66,4
201966,A. Søderlund,63,66,63,51,73,80,51,3
210926,A. Ateef,58,75,53,54,69,65,78,4
216302,E. García,69,69,75,81,89,56,48,3
238830,Alexandre Guedes,69,72,65,60,69,75,47,7
134895,R. Hilbert,69,72,67,67,71,68,66,1
205551,Álvaro Lemos,68,68,81,80,80,66,63,4
216815,Flávio,42,46,38,38,70,90,30,6
230383,Pombaxinho,45,55,41,41,50,90,62,1
192495,R. Sawyers,68,74,70,80,66,70,74,6
199152,D. Lekić,66,62,46,38,51,86,56,2
163056,N. Champagne,12,15,40,32,31,62,50,2
189680,Fábio,70,72,78,82,54,61,66,4
199409,Deivid,64,67,57,50,61,77,59,3
172529,B. Hämäläinen,67,69,70,73,74,72,73,3
198386,S. Dubarbier,72,67,78,70,78,77,64,2
200434,L. Cavanda,72,73,74,72,69,71,50,3
208114,Patrick,67,69,76,73,70,59,64,5
212466,C. Cisneros,73,74,79,75,70,67,70,5
220659,J. Brownhill,68,71,70,71,88,69,69,7
230387,Heitinho Zanon,22,48,60,50,77,74,44,1
237555,J. Bolingi,69,70,74,54,79,71,62,5
204276,T. Hemed,63,73,43,56,59,77,51,
205556,L. Krajnc,56,64,63,64,65,84,31,5
205812,P. Terracciano,15,22,40,45,33,60,42,4
214772,N. Pasquini,72,71,78,76,73,70,71,4
232692,G. Acosta,68,69,78,84,90,65,70,4
181236,Fernando Boldrin,67,72,70,65,59,64,67,
189172,Fidel,74,73,76,75,61,58,67,4
212470,M. Rodriguez,75,76,65,46,66,62,70,3
213750,K. Sema,76,73,77,82,72,78,72,6
214006,Y. Candelo,72,70,85,76,77,60,70,4
223734,R. García Guerreño,45,51,48,55,67,79,38,3
225782,A. Maitland-Niles,73,72,82,70,69,66,70,11
233974,Nathael Silbeira,18,22,15,30,13,44,45,2
176630,Marco Rocha,32,35,64,64,34,57,49,3
189430,S. Colombi,10,23,45,36,43,49,34,3
191222,Unai Medina,57,64,74,69,92,80,43,3
202487,Jair,71,70,77,68,76,68,64,3
164855,J. Lynch,47,62,60,54,54,90,56,3
232183,C. Fai,66,64,90,91,83,54,59,4
234488,M. Rygaard,71,70,73,74,75,66,72,4
237560,M. Djenepo,77,72,88,80,68,58,56,7
182520,M. Männel,18,31,52,38,34,61,45,2
120312,M. Dawson,17,59,31,50,50,78,43,1
219641,Cristian López,66,71,79,58,80,77,62,5
220921,A. Esiti,53,54,46,41,82,93,56,4
221433,O. Govea,68,73,67,74,66,59,71,
233977,Eduardo Fonseira,8,9,32,40,30,69,40,3
169978,R. Beerens,74,73,74,78,68,45,70,3
221179,Sebas Coris,71,70,79,49,72,65,65,
226299,B. Róchez,66,64,72,66,61,74,47,7
172283,Carlos Martínez,64,72,49,36,62,72,63,2
222204,Cao Yunding,73,74,79,78,69,63,71,5
223740,Eguaras,64,67,61,65,76,75,72,4
140029,O. Pérez,12,23,60,69,41,66,40,272K
193277,J. Siebenhandl,13,30,45,59,38,66,48,3
198654,A. Kolomeytsev,69,72,58,62,83,76,73,4
195838,Crivellaro,72,70,66,66,67,73,72,5
209407,L. Lollo,71,73,78,76,84,76,69,4
212223,S. Maguire,73,71,93,85,76,65,62,7
218623,Cafú,70,71,65,66,87,83,58,
162047,Zapater,63,70,58,63,71,74,75,2
207872,J. Botaka,80,74,83,70,68,69,61,3
212992,J. Böðvarsson,67,72,68,61,82,80,62,4
233472,N. Sarenren Bazee,75,69,86,74,58,53,57,5
184320,R. Bianco,63,71,72,76,76,72,69,3
143617,O. Adın,71,67,71,74,50,66,70,3
223489,A. Pešić,67,68,65,44,71,82,66,4
228353,G. Hendrickx,61,66,69,78,89,51,70,4
198914,J. Hochscheidt,70,68,69,78,76,73,67,3
214018,J. Cabezas,62,62,57,56,83,76,64,2
233986,Jony Reitosa,48,62,80,84,83,78,47,3
186882,P. Šteinbors,16,21,39,37,34,49,45,1
199683,K. Çörekçi,72,69,79,83,78,64,60,4
206083,J. Murphy,75,74,83,77,62,50,57,6
216067,R. Gagliolo,48,61,76,78,76,69,26,3
225539,D. Solanke,73,75,67,67,65,72,63,10
230147,F. Sacko,67,68,79,71,77,64,47,5
236547,J. Sýkora,71,69,83,81,82,49,61,6
190467,D. de Buen,58,66,66,64,85,74,65,3
203780,F. Veseli,62,65,69,69,62,70,44,4
207876,A. González,72,68,78,73,83,80,58,3
211204,D. John,74,70,89,83,75,63,50,5
162052,D. Ousted,15,20,38,44,33,64,50,1
241412,A. Preciado,73,68,81,65,71,70,61,4
212229,Filipe Chaby,76,74,77,79,67,41,72,6
214021,F. Torijano,37,54,61,62,64,76,44,2
156421,J. Valenzuela,49,59,64,56,61,75,55,935K
230405,Barbosaldinho,22,52,55,52,68,73,41,3
235781,Santi Comesaña,63,73,58,50,55,73,70,6
230150,Luís Machado,74,72,77,90,75,32,51,5
231942,Han Chan Hee,70,71,70,71,82,66,73,3
235526,D. Geiger,72,79,67,82,76,41,72,9
241670,F. Bradarić,61,73,66,67,66,67,64,3
176902,L. Figueroa,69,73,75,59,69,74,67,1
138247,K. Stuhr-Ellegaard,14,25,37,30,30,77,50,531K
219655,F. Zampano,71,70,78,78,82,65,50,
157703,U. Hünemeier,50,61,50,59,59,73,57,2
227591,A. Canelo,73,72,84,62,65,65,58,4
200968,F. Ogier,40,62,51,63,81,75,23,2
204040,Luiz Antônio,71,73,66,71,76,70,68,3
212232,J. Maclaren,67,67,85,82,81,70,63,
213512,G. Þórarinsson,75,75,65,77,77,74,69,3
197641,B. Leroy,14,18,34,40,22,40,14,3
206601,M. Sampirisi,55,66,68,67,73,74,46,3
214025,C. Higuita,64,67,75,72,86,73,59,4
238857,Wilson Manafá,71,70,77,78,82,55,60,4
241673,B. Barišić,66,70,73,70,71,75,59,3
245257,João Lucas,68,64,76,62,73,51,42,4
189961,V. Kadlec,67,67,86,75,69,58,67,5
205834,S. Lundevall,71,73,76,72,72,58,68,2
234762,Alberto Benito,65,64,76,72,90,71,47,3
238346,H. Mendyl,73,72,89,67,73,66,56,7
241162,J. Paintsil,73,72,89,91,80,39,60,5
212747,T. Martínez,74,72,75,81,67,40,70,5
222475,M. Thorsby,68,68,66,68,93,74,64,4
157707,B. Berisha,65,67,65,70,67,80,69,2
234763,Ramón Folch,64,69,40,53,89,67,66,3
220172,S. Janko,65,64,90,70,74,68,45,
221452,Nano,68,71,86,77,72,75,61,
239116,C. Ganea,62,65,77,79,82,61,41,4
8205,Braga,72,75,48,62,54,72,72,2
139533,A. Hutton,66,68,67,62,77,77,57,1
220429,G. Campi,65,64,56,32,70,93,59,3
173325,De las Cuevas,71,73,72,74,76,73,73,2
183565,A. Feick,63,61,73,71,81,69,53,2
225294,Edson Farias,74,71,85,80,77,54,68,5
238862,Lucas Possignolo,44,55,55,57,68,72,31,5
190734,G. Makaridze,25,28,30,58,29,69,25,3
199183,Kim Bo Kyung,65,67,75,68,83,66,73,2
209423,M. Michel,12,14,50,59,35,63,20,3
220175,O. Kemen,73,72,76,74,78,78,69,6
222991,M. Saito,77,72,82,75,65,49,69,2
161807,M. Kelemen,12,24,30,30,30,44,10,162K
230415,Lourival Dinisco,41,52,65,55,56,77,41,3
233999,Jairo Farnias,7,8,52,65,34,58,51,2
222225,S. Popov,65,63,68,53,67,72,53,3
222993,Y. Kakitani,70,72,81,70,71,64,58,2
229137,E. Rolland,72,70,62,64,71,75,69,3
229649,G. Suazo,70,72,70,73,76,72,64,5
189713,E. Falkenburg,66,71,54,57,62,73,65,3
202002,L. Landre,48,59,33,71,52,70,49,4
204050,S. Vergini,60,64,31,41,67,81,59,3
215314,Carlos Gutiérrez,32,62,43,47,62,84,33,3
220178,J. Bokila,61,70,73,54,66,78,59,4
164626,T. Kristensen,64,68,58,51,83,77,65,531K
184338,G. Bellusci,59,60,54,68,69,70,50,2
190738,H. Nielsen,70,71,67,62,59,74,63,4
237075,C. Ramirez,66,74,54,60,74,75,53,3
179731,D. Cabrera,65,71,67,56,77,72,69,3
204820,G. Mackay-Steven,74,71,90,82,69,57,66,3
227604,F. Platte,64,68,65,58,59,85,54,5
156437,P. Pentke,25,30,38,34,40,79,45,1
135190,M. Liendl,67,71,64,68,68,58,74,2
203798,F. Seymour,65,68,71,77,83,69,66,2
209430,R. Ripart,70,72,72,66,76,68,60,5
229654,Gerard Valentín,75,78,91,71,72,62,57,3
214807,F. Schultz,67,68,72,75,88,68,61,3
155671,L. Trałka,55,61,59,61,81,79,63,743K
183831,A. Dona Ndoh,67,60,66,51,72,81,58,3
207640,M. Yattara,70,69,72,69,60,77,59,4
231448,R. Nelson,79,73,89,74,55,42,58,
176920,M. Torrén,53,52,70,68,72,80,47,2
212249,S. Kerk,73,73,65,66,53,64,69,5
213017,B. Davies,57,62,73,63,70,75,33,5
224537,Iago,47,58,52,47,64,84,36,4
230169,Victor Fachinhas,9,17,33,37,33,59,62,1
193561,K. Leerdam,66,70,74,74,82,69,65,2
194329,Javi Ros,59,71,68,80,74,68,72,3
206106,C. Şahin,78,74,92,81,70,52,60,4
212506,M. Matos,57,66,50,58,53,75,49,1
180250,William,71,70,72,69,75,77,65,3
199195,J. Delaplace,66,70,63,79,82,58,67,2
156443,C. Janker,42,54,54,55,37,74,39,1
229659,B. Heynen,71,73,63,71,67,60,71,4
232219,Bismark,70,69,90,83,76,66,66,4
190747,Ortuño,71,67,61,59,53,75,59,3
220700,M. Azira,64,68,64,68,79,72,60,2
224796,J. Rodríguez,39,63,59,59,62,78,26,4
176924,F. González,70,73,76,66,71,78,67,2
204061,M. Falzerano,75,72,86,93,67,56,70,3
212509,C. Ascues,63,67,65,58,68,77,61,3
216605,Akapo,54,64,77,61,77,71,50,4
222493,M. Friedrich,38,55,55,51,62,76,53,4
172317,David Fernández,41,61,59,57,72,73,54,1
108061,R. Ziegler,66,71,61,60,70,73,70,2
239389,A. Ábalos,71,72,66,89,71,37,79,2
194077,V. Sarı,68,70,69,60,75,75,44,3
224542,N. Leyes,58,62,62,55,81,81,56,2
229150,P. Hatzidiakos,52,63,66,64,73,72,60,4
230686,J. Makengo,72,74,70,69,68,64,66,6
190494,D. Opare,70,67,82,79,77,64,54,2
193310,D. Schmidt,48,52,66,64,67,79,49,2
198175,L. Castaignos,67,69,69,66,53,74,68,5
211231,R. Azeez,60,70,73,83,89,45,65,3
216351,D. Antolić,68,71,57,67,62,60,73,3
208160,D. Jevtić,68,68,75,77,71,68,73,3
232736,Y. Kobayashi,72,75,67,68,83,58,71,3
235552,E. Seka,40,58,49,53,76,91,35,2
185120,M. Volta,39,52,53,54,67,78,23,
189472,Aridane,30,54,47,57,84,91,47,3
198177,B. Schenkeveld,62,68,76,64,72,79,67,2
234017,Allan Ardaújo,66,75,62,67,69,63,74,3
235297,M. Bero,71,71,75,69,72,74,69,4
177953,C. Chantôme,69,74,51,69,63,70,71,3
190497,D. Hoesen,68,71,71,63,72,66,65,3
197154,A. Machado,45,59,62,62,73,77,56,1
212771,Rodolfo,74,75,78,79,63,48,64,4
218659,M. Targett,69,70,71,63,67,67,49,5
239907,R. Dwamena,70,66,76,66,72,82,64,6
190499,K. Laribi,72,74,80,87,77,51,70,3
209444,Bruno Nascimento,52,58,60,56,66,77,33,4
212516,J. Souttar,62,69,74,61,73,77,70,6
215076,L. Faravelli,71,69,73,73,72,68,63,4
236836,O. Okwonkwo,77,78,89,69,75,61,62,9
240164,D. Zuma,80,71,80,78,61,45,65,6
209957,J. Busk,15,15,45,56,33,64,58,3
219942,D. Delgado,65,67,89,54,80,64,62,3
240166,N. Mihajlović,77,74,76,81,64,59,69,4
244006,Lucas Áfrico,50,56,56,38,62,81,38,4
194086,D. Lévêque,57,70,61,66,63,63,53,3
208679,R. Himmelmann,18,27,33,44,29,61,39,2
217639,Y. Kashiwagi,64,72,73,65,65,61,75,2
244263,A. Rrahmani,27,42,66,47,72,79,24,4
201512,P. Sagna,62,64,75,72,74,69,48,3
205352,J. Archer,20,24,43,40,27,57,31,3
176680,M. Pedersen,61,62,73,69,68,84,56,2
183336,P. Helland,71,70,75,69,66,64,68,2
221737,Y. Moreno,73,70,79,70,61,65,65,5
159017,K. Hämäläinen,65,71,74,64,66,69,75,2
163369,S. Pocognoli,69,67,69,69,73,69,58,2
163625,G. Leadbitter,59,72,53,69,69,72,67,2
211499,H. Quiñones,72,70,72,69,81,60,52,2
230443,Ansel Barnisco,64,61,64,61,72,80,71,3
192555,I. El Adoua,54,63,59,33,66,82,54,3
214572,J. Angulo,66,70,73,60,84,73,53,2
228908,J. Berthomier,67,67,71,75,72,65,73,3
231212,E. Rolón,57,74,69,68,68,65,65,
209453,A. Frączczak,66,64,77,72,90,72,66,2
204078,R. Wolski,69,70,79,74,72,53,75,3
173614,J. Pearce,40,46,35,59,78,84,34,2
244270,N. Moro,75,73,73,56,59,63,74,7
240943,B. Aouacheria,75,74,72,63,76,71,64,5
198704,J. McEachran,70,75,63,78,59,49,70,4
203568,P. Wszołek,68,70,75,62,81,75,68,4
211504,L. Baker,70,72,67,70,66,69,70,5
235312,Alfonso Herrero,12,20,47,68,32,67,55,3
206129,A. Măţel,67,68,75,68,65,58,56,3
231985,K. Rosenberry,64,69,74,78,75,64,57,3
192561,L. Thy,67,68,75,69,81,74,62,5
212018,Koo Ja Ryong,36,55,73,64,79,75,49,2
229682,D. Fry,46,62,63,68,65,74,58,8
172850,R. Leeuwin,39,61,64,60,71,79,55,2
214835,R. Fernández,69,66,70,55,73,75,69,3
216371,A. Timofeev,56,68,68,61,72,71,56,6
229683,Rodrigo Pinho,70,75,64,59,65,72,62,4
230708,J. Worrall,28,43,63,47,64,82,30,
176692,A. El Jadeyaoui,73,70,77,77,63,59,71,3
208437,M. Eriksson,67,68,64,79,88,76,72,3
244021,Y. Kalfa,75,73,68,70,70,68,69,4
214326,C. Vilches,57,55,52,66,67,81,57,770K
222262,C. Dessers,64,66,69,62,74,76,58,4
223030,A. Kara,66,66,55,60,85,83,68,5
226102,C. Dunkley,45,57,57,51,69,81,40,4
239414,F. Deli,68,71,56,65,73,58,72,4
239670,Jefferson Santos,59,66,44,37,53,88,50,4
212791,Kim Seung Dae,72,72,79,73,82,60,69,2
171831,M. Mancienne,56,67,73,62,71,76,52,2
178487,C. Gardner,61,72,52,71,76,74,68,3
208440,M. Danielson,35,56,54,48,51,83,50,2
197689,A. Seculin,12,21,30,37,29,48,43,2
222521,O. Hüsing,40,50,34,42,75,88,45,3
236345,A. Totovytskyi,71,70,65,55,62,72,70,5
204346,Fede Vico,74,70,82,90,64,45,73,
206650,R. Robayo,66,72,58,52,67,70,71,770K
224314,M. Gori,67,71,68,74,78,61,66,4
178746,Miguel Torres,56,67,54,63,50,72,54,2
186682,Montoro,64,73,48,60,74,76,72,2
219451,N. Paz,56,58,46,32,68,91,39,4
162875,U. Uçar,72,69,66,69,78,67,53,2
208700,D. Blum,76,73,82,66,57,73,50,
210236,M. Hefele,48,52,35,43,53,88,52,3
172092,C. Bieler,65,69,72,69,67,71,58,1
190780,S. Johnson,19,20,42,52,35,72,29,2
206141,K. Coulibaly,63,66,55,34,61,83,61,4
219709,Saúl,57,72,71,63,53,66,53,4
168253,I. Dia,74,70,76,78,60,59,65,3
51261,B. Myhill,15,35,41,48,29,63,40,808K
185405,D. Kuciak,11,24,41,44,36,70,44,1
206654,Pablo Marí,41,61,54,37,66,85,37,
229694,Moon Seon Min,72,67,83,84,74,59,67,2
175934,K. Steppe,20,33,43,60,31,53,46,2
205631,C. Insaurralde,70,71,81,71,82,63,55,3
218687,J. Domínguez,67,67,71,75,78,62,70,2
223551,L. Gregory,64,67,69,58,75,79,61,3
227647,M. Mittelstädt,75,73,79,76,67,52,54,5
227903,M. Romero,64,67,75,68,67,73,52,8
180287,D. Damjanović,66,67,52,63,60,77,70,781K
230464,Alam Basteirinho,73,71,51,64,47,46,76,4
232000,Lee Seung Woo,73,76,81,82,51,52,56,5
234816,N. Gorosito,49,61,67,44,65,79,54,2
192320,G. Gardner,63,72,52,53,78,70,63,
202305,Lee Seung Gi,69,72,75,70,75,67,74,2
204353,C. Forsyth,65,70,63,55,76,73,62,3
211009,D. Lenihan,54,58,59,66,72,72,49,4
161857,F. Klein,69,67,77,71,82,63,63,2
183361,A. Weber,24,60,31,53,64,82,54,2
200770,F. Haugen,67,70,78,67,80,66,73,3
202050,T. Bruns,68,68,71,70,74,62,72,3
227394,C. González,52,62,64,67,69,79,56,4
193602,M. Coronel,42,55,55,46,45,73,42,3
209987,M. Schuhen,22,27,55,48,40,78,55,3
199748,J. Knudsen,64,67,76,75,83,69,59,4
203588,Q. Martinus,66,68,81,61,71,67,66,2
207684,G. Gianniotas,71,69,84,78,68,58,63,5
229444,F. De Paul,18,15,37,65,36,65,64,2
243780,Kangin Lee,78,75,69,86,54,49,70,10
214085,N. Carreño,46,62,72,72,78,71,48,3
224325,J. Sánchez,68,69,73,66,75,76,73,2
191814,Lee Jae Sung,35,55,42,60,74,88,50,2
202311,Kim Eun Sun,61,66,69,60,75,75,67,2
214343,D. Moreno,57,66,71,69,90,79,62,
20551,A. Isaksson,11,15,36,21,31,70,22,300K
237895,V. van Crooij,73,73,79,65,81,58,65,4
192071,M. D'Alessandro,71,72,88,83,77,46,60,
203848,R. Windbichler,41,63,66,62,76,77,64,2
